route_id,polyline,start_lat,start_lon,end_lat,end_lon,city,road_type_split,intersection_count,curvature_score,distance_km,duration_min,traffic_level,congestion_index,avg_speed_kmph,time_of_day,weekday,elevation_gain_m,elevation_loss_m,avg_slope_pct,last_updated
R000649,,12.959361,77.595417,12.977319,77.616812,Bengaluru,"{""highway"": 0.18, ""urban"": 0.41, ""local"": 0.41}",30,0.119,15.76,23.37,5,35,40.46,evening,Saturday,228.3,100.6,1.45,2025-11-13T11:00:07.361345
R000650,,13.10125,80.295968,13.126005,80.284393,Chennai,"{""highway"": 0.59, ""urban"": 0.36, ""local"": 0.05}",3,0.075,7.9,15.64,2,57,30.31,evening,Monday,166.6,81.1,2.11,2025-11-13T11:00:07.361395
R000651,,18.541514,73.854533,18.550832,73.842822,Pune,"{""highway"": 0.59, ""urban"": 0.39, ""local"": 0.02}",92,0.781,57.7,153.31,1,24,22.58,morning,Sunday,216.3,85.2,0.37,2025-11-13T11:00:07.361422
R000652,,19.037481,72.8384,19.02765,72.844957,Mumbai,"{""highway"": 0.14, ""urban"": 0.31, ""local"": 0.55}",35,0.321,14.23,37.89,4,49,22.53,morning,Sunday,110.5,85.4,0.78,2025-11-13T11:00:07.361448
R000653,,19.123306,72.890571,19.040225,72.908468,Mumbai,"{""highway"": 0.62, ""urban"": 0.3, ""local"": 0.08}",65,0.847,28.99,56.94,2,40,30.55,evening,Sunday,22.8,5.0,0.08,2025-11-13T11:00:07.361478
R000654,,12.92833,77.563472,13.003851,77.569919,Bengaluru,"{""highway"": 0.22, ""urban"": 0.75, ""local"": 0.03}",3,0.702,24.47,42.51,0,12,34.54,afternoon,Sunday,266.5,128.5,1.09,2025-11-13T11:00:07.361506
R000655,,19.040639,72.856552,19.124979,72.906224,Mumbai,"{""highway"": 0.44, ""urban"": 0.25, ""local"": 0.31}",12,0.935,25.42,50.14,4,35,30.42,evening,Saturday,62.4,52.0,0.25,2025-11-13T11:00:07.361539
R000656,,19.093578,72.900749,19.101994,72.870268,Mumbai,"{""highway"": 0.28, ""urban"": 0.24, ""local"": 0.48}",48,0.986,17.71,46.92,5,42,22.65,evening,Sunday,247.9,58.6,1.4,2025-11-13T11:00:07.361565
R000657,,13.004362,77.559055,12.949812,77.570542,Bengaluru,"{""highway"": 0.34, ""urban"": 0.37, ""local"": 0.29}",9,0.705,33.41,108.03,4,29,18.56,evening,Thursday,224.7,158.1,0.67,2025-11-13T11:00:07.361589
R000658,,19.052831,72.855599,19.094017,72.889211,Mumbai,"{""highway"": 0.17, ""urban"": 0.76, ""local"": 0.07}",30,0.026,46.32,151.0,0,55,18.41,evening,Thursday,20.7,19.3,0.04,2025-11-13T11:00:07.361615
R000659,,19.113726,72.905745,19.058282,72.889574,Mumbai,"{""highway"": 0.2, ""urban"": 0.27, ""local"": 0.53}",69,0.064,25.94,60.89,3,24,25.56,evening,Sunday,2.7,2.2,0.01,2025-11-13T11:00:07.361640
R000660,,18.532285,73.884418,18.521481,73.890374,Pune,"{""highway"": 0.06, ""urban"": 0.73, ""local"": 0.21}",23,0.076,29.41,42.71,1,29,41.32,evening,Monday,246.7,168.1,0.84,2025-11-13T11:00:07.361668
R000661,,28.651711,77.219096,28.618639,77.192661,Delhi,"{""highway"": 0.34, ""urban"": 0.44, ""local"": 0.22}",4,0.155,2.24,6.77,4,60,19.85,evening,Tuesday,272.9,262.5,12.18,2025-11-13T11:00:07.361693
R000662,,28.661017,77.182717,28.647771,77.237161,Delhi,"{""highway"": 0.56, ""urban"": 0.25, ""local"": 0.19}",69,0.642,36.06,85.76,3,95,25.23,afternoon,Sunday,291.2,231.6,0.81,2025-11-13T11:00:07.361718
R000663,,13.099942,80.306679,13.120024,80.284036,Chennai,"{""highway"": 0.61, ""urban"": 0.23, ""local"": 0.16}",11,0.783,12.48,25.53,5,84,29.33,morning,Tuesday,80.4,53.0,0.64,2025-11-13T11:00:07.361745
R000664,,17.357572,78.514162,17.34391,78.514317,Hyderabad,"{""highway"": 0.07, ""urban"": 0.49, ""local"": 0.44}",33,0.194,32.52,136.07,1,57,14.34,afternoon,Sunday,79.9,16.9,0.25,2025-11-13T11:00:07.361770
R000665,,28.6236,77.190152,28.614905,77.221802,Delhi,"{""highway"": 0.24, ""urban"": 0.72, ""local"": 0.04}",3,0.019,15.85,30.13,5,66,31.56,afternoon,Monday,253.4,31.7,1.6,2025-11-13T11:00:07.361795
R000666,,17.344772,78.472147,17.345828,78.461771,Hyderabad,"{""highway"": 0.43, ""urban"": 0.32, ""local"": 0.25}",16,0.754,18.23,47.32,0,9,23.11,evening,Saturday,268.0,107.9,1.47,2025-11-13T11:00:07.361835
R000667,,28.570371,77.18367,28.570649,77.235654,Delhi,"{""highway"": 0.6, ""urban"": 0.39, ""local"": 0.01}",65,0.76,52.09,138.84,5,64,22.51,evening,Sunday,12.7,10.5,0.02,2025-11-13T11:00:07.361862
R000668,,12.945711,77.63886,12.937436,77.634938,Bengaluru,"{""highway"": 0.5, ""urban"": 0.47, ""local"": 0.03}",42,0.477,23.19,62.11,0,93,22.4,morning,Saturday,225.7,45.3,0.97,2025-11-13T11:00:07.361887
R000669,,28.571868,77.169437,28.61939,77.237848,Delhi,"{""highway"": 0.07, ""urban"": 0.39, ""local"": 0.54}",5,0.16,16.0,41.44,1,16,23.17,morning,Tuesday,118.6,47.3,0.74,2025-11-13T11:00:07.361913
R000670,,18.47519,73.843667,18.515679,73.881499,Pune,"{""highway"": 0.07, ""urban"": 0.79, ""local"": 0.14}",17,0.443,39.98,107.2,1,56,22.38,morning,Monday,52.9,32.8,0.13,2025-11-13T11:00:07.361938
R000671,,12.935168,77.5762,12.987881,77.593681,Bengaluru,"{""highway"": 0.24, ""urban"": 0.54, ""local"": 0.22}",6,0.628,33.05,48.65,2,76,40.76,evening,Sunday,99.1,31.0,0.3,2025-11-13T11:00:07.362147
R000672,,19.048831,72.851486,19.06008,72.835946,Mumbai,"{""highway"": 0.27, ""urban"": 0.48, ""local"": 0.25}",73,0.195,24.58,35.34,2,68,41.73,evening,Thursday,249.0,114.6,1.01,2025-11-13T11:00:07.362227
R000673,,19.057444,72.848838,19.026597,72.91426,Mumbai,"{""highway"": 0.26, ""urban"": 0.2, ""local"": 0.54}",15,0.502,26.35,36.64,0,27,43.15,afternoon,Monday,232.8,229.2,0.88,2025-11-13T11:00:07.362279
R000674,,18.479162,73.836709,18.534023,73.870896,Pune,"{""highway"": 0.61, ""urban"": 0.27, ""local"": 0.12}",5,0.615,38.79,71.83,3,52,32.4,afternoon,Wednesday,178.5,120.3,0.46,2025-11-13T11:00:07.362328
R000675,,18.477051,73.83221,18.472902,73.824279,Pune,"{""highway"": 0.13, ""urban"": 0.68, ""local"": 0.19}",22,0.784,7.81,27.62,2,74,16.97,morning,Tuesday,283.3,68.3,3.63,2025-11-13T11:00:07.362375
R000676,,28.651135,77.196674,28.571106,77.194082,Delhi,"{""highway"": 0.58, ""urban"": 0.24, ""local"": 0.18}",87,0.622,32.17,73.66,4,54,26.2,morning,Sunday,320.0,291.5,0.99,2025-11-13T11:00:07.362420
R000677,,18.477602,73.872299,18.483339,73.869933,Pune,"{""highway"": 0.5, ""urban"": 0.39, ""local"": 0.11}",34,0.104,20.74,49.24,1,97,25.27,morning,Thursday,292.3,135.1,1.41,2025-11-13T11:00:07.362478
R000678,,12.977733,77.581733,12.922815,77.642432,Bengaluru,"{""highway"": 0.55, ""urban"": 0.45, ""local"": 0.0}",26,0.292,34.28,69.98,3,21,29.39,morning,Friday,61.2,38.9,0.18,2025-11-13T11:00:07.362528
R000679,,13.051496,80.273203,13.081081,80.312755,Chennai,"{""highway"": 0.45, ""urban"": 0.49, ""local"": 0.06}",53,0.772,44.76,64.84,2,36,41.42,morning,Saturday,56.0,25.5,0.13,2025-11-13T11:00:07.362575
R000680,,12.949544,77.604825,12.921776,77.608425,Bengaluru,"{""highway"": 0.43, ""urban"": 0.37, ""local"": 0.2}",62,0.332,56.41,79.1,0,94,42.79,afternoon,Saturday,84.0,16.5,0.15,2025-11-13T11:00:07.362642
R000681,,12.936976,77.594805,12.974049,77.566599,Bengaluru,"{""highway"": 0.27, ""urban"": 0.68, ""local"": 0.05}",27,0.472,14.07,34.18,4,59,24.7,evening,Wednesday,69.6,8.1,0.49,2025-11-13T11:00:07.362693
R000682,,13.04718,80.302341,13.070557,80.316053,Chennai,"{""highway"": 0.04, ""urban"": 0.89, ""local"": 0.07}",4,0.117,18.74,77.76,1,27,14.46,morning,Wednesday,121.0,19.5,0.65,2025-11-13T11:00:07.362739
R000683,,18.536563,73.895497,18.471499,73.825327,Pune,"{""highway"": 0.69, ""urban"": 0.3, ""local"": 0.01}",14,0.49,7.84,17.67,1,75,26.62,morning,Wednesday,36.7,10.4,0.47,2025-11-13T11:00:07.362790
R000684,,19.069942,72.830306,19.059092,72.891884,Mumbai,"{""highway"": 0.25, ""urban"": 0.47, ""local"": 0.28}",84,0.911,30.88,86.54,2,5,21.41,evening,Saturday,243.6,19.3,0.79,2025-11-13T11:00:07.362823
R000685,,28.642532,77.16467,28.618058,77.225316,Delhi,"{""highway"": 0.37, ""urban"": 0.61, ""local"": 0.02}",41,0.714,20.85,32.82,2,73,38.12,evening,Wednesday,267.8,176.5,1.28,2025-11-13T11:00:07.362850
R000686,,13.007337,77.62072,13.003002,77.554486,Bengaluru,"{""highway"": 0.53, ""urban"": 0.34, ""local"": 0.13}",23,0.643,36.93,114.58,2,93,19.34,evening,Tuesday,130.4,73.2,0.35,2025-11-13T11:00:07.362886
R000687,,12.937485,77.558755,12.979762,77.562853,Bengaluru,"{""highway"": 0.12, ""urban"": 0.72, ""local"": 0.16}",43,0.506,33.31,72.49,3,18,27.57,evening,Wednesday,122.4,10.3,0.37,2025-11-13T11:00:07.362925
R000688,,12.979607,77.593724,12.961073,77.60423,Bengaluru,"{""highway"": 0.32, ""urban"": 0.43, ""local"": 0.25}",65,0.581,34.4,91.46,3,53,22.57,morning,Monday,66.5,54.6,0.19,2025-11-13T11:00:07.362952
R000689,,19.090307,72.88962,19.095898,72.844954,Mumbai,"{""highway"": 0.11, ""urban"": 0.47, ""local"": 0.42}",4,0.754,3.79,11.19,4,12,20.32,evening,Saturday,114.2,30.7,3.01,2025-11-13T11:00:07.362980
R000690,,28.655402,77.195309,28.635822,77.197673,Delhi,"{""highway"": 0.22, ""urban"": 0.71, ""local"": 0.07}",14,0.794,31.51,67.31,2,79,28.09,afternoon,Wednesday,98.4,72.4,0.31,2025-11-13T11:00:07.363011
R000691,,12.960187,77.618057,12.985137,77.584215,Bengaluru,"{""highway"": 0.31, ""urban"": 0.61, ""local"": 0.08}",50,0.292,57.65,82.38,5,95,41.99,morning,Thursday,126.2,8.7,0.22,2025-11-13T11:00:07.363053
R000692,,18.55439,73.861005,18.536459,73.832109,Pune,"{""highway"": 0.67, ""urban"": 0.28, ""local"": 0.05}",57,0.215,47.08,131.31,2,94,21.51,morning,Wednesday,180.3,21.8,0.38,2025-11-13T11:00:07.363080
R000693,,19.099135,72.896224,19.041127,72.860183,Mumbai,"{""highway"": 0.32, ""urban"": 0.27, ""local"": 0.41}",37,0.981,25.09,59.04,4,94,25.5,morning,Friday,128.9,54.0,0.51,2025-11-13T11:00:07.363105
R000694,,28.59235,77.224507,28.66164,77.168383,Delhi,"{""highway"": 0.63, ""urban"": 0.23, ""local"": 0.14}",71,0.619,31.24,48.99,1,45,38.26,afternoon,Monday,180.4,172.2,0.58,2025-11-13T11:00:07.363129
R000695,,28.594304,77.16443,28.614024,77.200139,Delhi,"{""highway"": 0.57, ""urban"": 0.41, ""local"": 0.02}",16,0.792,39.15,75.95,0,15,30.93,morning,Sunday,285.9,107.3,0.73,2025-11-13T11:00:07.363158
R000696,,28.622794,77.234632,28.661866,77.224975,Delhi,"{""highway"": 0.24, ""urban"": 0.52, ""local"": 0.24}",22,0.186,41.87,79.09,0,97,31.76,morning,Friday,13.9,12.7,0.03,2025-11-13T11:00:07.363183
R000697,,13.085318,80.304912,13.115193,80.303565,Chennai,"{""highway"": 0.16, ""urban"": 0.62, ""local"": 0.22}",44,0.412,15.91,21.52,5,60,44.36,evening,Tuesday,245.8,91.8,1.54,2025-11-13T11:00:07.363218
R000698,,28.646579,77.17178,28.616667,77.250543,Delhi,"{""highway"": 0.22, ""urban"": 0.34, ""local"": 0.44}",11,0.89,7.44,20.91,2,50,21.35,evening,Tuesday,53.1,10.7,0.71,2025-11-13T11:00:07.363263
R000699,,13.055463,80.260964,13.033806,80.228362,Chennai,"{""highway"": 0.67, ""urban"": 0.24, ""local"": 0.09}",100,0.615,51.87,107.65,2,28,28.91,evening,Sunday,120.3,17.8,0.23,2025-11-13T11:00:07.363304
R000700,,13.048264,80.243914,13.130034,80.269708,Chennai,"{""highway"": 0.12, ""urban"": 0.87, ""local"": 0.01}",91,0.635,54.4,93.17,4,74,35.03,evening,Saturday,97.1,57.7,0.18,2025-11-13T11:00:07.363330
R000701,,18.490882,73.829866,18.531906,73.867435,Pune,"{""highway"": 0.41, ""urban"": 0.2, ""local"": 0.39}",28,0.144,48.29,69.11,1,26,41.92,afternoon,Wednesday,104.5,57.9,0.22,2025-11-13T11:00:07.363355
R000702,,28.580938,77.183519,28.610378,77.254569,Delhi,"{""highway"": 0.09, ""urban"": 0.66, ""local"": 0.25}",43,0.282,53.61,77.14,0,75,41.7,morning,Monday,147.1,76.0,0.27,2025-11-13T11:00:07.363386
R000703,,19.028023,72.911237,19.110349,72.877196,Mumbai,"{""highway"": 0.29, ""urban"": 0.6, ""local"": 0.11}",6,0.116,2.71,4.91,1,84,33.12,morning,Saturday,134.1,130.3,4.95,2025-11-13T11:00:07.363421
R000704,,28.654707,77.2192,28.564653,77.216946,Delhi,"{""highway"": 0.37, ""urban"": 0.41, ""local"": 0.22}",37,0.856,43.67,101.45,1,63,25.83,evening,Tuesday,215.2,66.1,0.49,2025-11-13T11:00:07.363446
R000705,,18.548061,73.836541,18.551625,73.906568,Pune,"{""highway"": 0.3, ""urban"": 0.39, ""local"": 0.31}",11,0.125,21.2,30.24,3,55,42.06,afternoon,Friday,145.7,80.5,0.69,2025-11-13T11:00:07.363471
R000706,,19.037419,72.874875,19.06255,72.838945,Mumbai,"{""highway"": 0.47, ""urban"": 0.22, ""local"": 0.31}",31,0.238,14.71,33.13,4,57,26.64,afternoon,Sunday,336.4,106.1,2.29,2025-11-13T11:00:07.363508
R000707,,19.108691,72.888543,19.090512,72.836244,Mumbai,"{""highway"": 0.28, ""urban"": 0.43, ""local"": 0.29}",100,0.981,39.57,73.89,0,81,32.13,afternoon,Wednesday,305.8,256.7,0.77,2025-11-13T11:00:07.363539
R000708,,18.55621,73.900994,18.484004,73.848882,Pune,"{""highway"": 0.2, ""urban"": 0.3, ""local"": 0.5}",32,0.089,11.14,20.37,3,91,32.81,afternoon,Thursday,91.6,19.4,0.82,2025-11-13T11:00:07.363568
R000709,,28.567221,77.238004,28.663896,77.233814,Delhi,"{""highway"": 0.24, ""urban"": 0.35, ""local"": 0.41}",51,0.097,17.8,46.59,1,72,22.92,morning,Tuesday,70.9,68.4,0.4,2025-11-13T11:00:07.363596
R000710,,19.058775,72.855987,19.089509,72.844347,Mumbai,"{""highway"": 0.49, ""urban"": 0.44, ""local"": 0.07}",17,0.411,15.31,23.38,5,98,39.29,afternoon,Wednesday,17.1,10.2,0.11,2025-11-13T11:00:07.363620
R000711,,18.538249,73.848044,18.558397,73.817396,Pune,"{""highway"": 0.59, ""urban"": 0.4, ""local"": 0.01}",18,0.2,19.38,25.63,3,67,45.37,evening,Wednesday,63.1,30.2,0.33,2025-11-13T11:00:07.363644
R000712,,18.527136,73.870669,18.4892,73.897119,Pune,"{""highway"": 0.41, ""urban"": 0.41, ""local"": 0.18}",10,0.829,27.26,53.81,3,79,30.4,morning,Sunday,110.0,47.3,0.4,2025-11-13T11:00:07.363669
R000713,,18.550324,73.861269,18.494486,73.819038,Pune,"{""highway"": 0.11, ""urban"": 0.75, ""local"": 0.14}",4,0.265,15.73,38.09,2,17,24.78,evening,Monday,209.9,42.5,1.33,2025-11-13T11:00:07.363715
R000714,,19.037262,72.865379,19.097403,72.882133,Mumbai,"{""highway"": 0.24, ""urban"": 0.28, ""local"": 0.48}",113,0.847,40.03,106.05,4,91,22.65,afternoon,Tuesday,125.6,22.0,0.31,2025-11-13T11:00:07.363750
R000715,,13.121372,80.227534,13.052118,80.277747,Chennai,"{""highway"": 0.51, ""urban"": 0.44, ""local"": 0.05}",4,0.93,2.36,4.46,1,58,31.75,evening,Monday,251.7,122.7,10.67,2025-11-13T11:00:07.363775
R000716,,12.982541,77.612811,12.995554,77.55114,Bengaluru,"{""highway"": 0.29, ""urban"": 0.39, ""local"": 0.32}",25,0.317,24.76,37.22,4,65,39.91,afternoon,Monday,205.5,55.3,0.83,2025-11-13T11:00:07.363802
R000717,,28.615505,77.210733,28.655601,77.23468,Delhi,"{""highway"": 0.0, ""urban"": 0.69, ""local"": 0.31}",18,0.264,17.61,64.46,1,26,16.39,afternoon,Friday,8.8,5.2,0.05,2025-11-13T11:00:07.363831
R000718,,28.657478,77.233528,28.639031,77.204614,Delhi,"{""highway"": 0.14, ""urban"": 0.84, ""local"": 0.02}",22,0.931,21.98,68.74,0,9,19.19,afternoon,Thursday,176.8,0.1,0.8,2025-11-13T11:00:07.363860
R000719,,19.083662,72.879711,19.038539,72.884859,Mumbai,"{""highway"": 0.64, ""urban"": 0.25, ""local"": 0.11}",75,0.935,33.21,82.44,3,26,24.17,afternoon,Wednesday,293.4,24.7,0.88,2025-11-13T11:00:07.363884
R000720,,13.055235,80.234758,13.044137,80.318755,Chennai,"{""highway"": 0.68, ""urban"": 0.28, ""local"": 0.04}",10,0.428,25.46,45.67,4,11,33.45,morning,Sunday,73.8,50.3,0.29,2025-11-13T11:00:07.363909
R000721,,13.084365,80.23762,13.038734,80.25243,Chennai,"{""highway"": 0.06, ""urban"": 0.44, ""local"": 0.5}",83,0.873,51.23,119.51,4,64,25.72,evening,Sunday,155.5,44.2,0.3,2025-11-13T11:00:07.363933
R000722,,17.341647,78.503673,17.388959,78.507382,Hyderabad,"{""highway"": 0.55, ""urban"": 0.37, ""local"": 0.08}",23,0.245,33.48,52.69,4,52,38.12,afternoon,Wednesday,267.3,2.1,0.8,2025-11-13T11:00:07.363995
R000723,,13.112636,80.298341,13.100678,80.318781,Chennai,"{""highway"": 0.15, ""urban"": 0.49, ""local"": 0.36}",90,0.945,57.54,92.46,1,41,37.34,evening,Wednesday,211.4,204.0,0.37,2025-11-13T11:00:07.364021
R000724,,17.387247,78.467257,17.3358,78.459296,Hyderabad,"{""highway"": 0.18, ""urban"": 0.41, ""local"": 0.41}",49,0.458,32.41,101.01,3,33,19.25,morning,Tuesday,204.7,193.6,0.63,2025-11-13T11:00:07.364045
R000725,,18.546261,73.883642,18.489509,73.815964,Pune,"{""highway"": 0.09, ""urban"": 0.73, ""local"": 0.18}",36,0.594,38.03,104.86,1,78,21.76,afternoon,Monday,235.2,123.8,0.62,2025-11-13T11:00:07.364091
R000726,,18.526398,73.854446,18.491046,73.905492,Pune,"{""highway"": 0.42, ""urban"": 0.5, ""local"": 0.08}",107,0.455,48.0,181.24,0,74,15.89,evening,Saturday,75.3,67.2,0.16,2025-11-13T11:00:07.364133
R000727,,18.473303,73.832249,18.500548,73.81787,Pune,"{""highway"": 0.69, ""urban"": 0.3, ""local"": 0.01}",95,0.042,43.68,73.43,2,72,35.69,evening,Friday,327.1,72.9,0.75,2025-11-13T11:00:07.364165
R000728,,13.000311,77.616562,12.964246,77.628537,Bengaluru,"{""highway"": 0.33, ""urban"": 0.36, ""local"": 0.31}",28,0.599,19.19,55.04,5,42,20.92,afternoon,Sunday,188.5,172.0,0.98,2025-11-13T11:00:07.364189
R000729,,13.040222,80.288979,13.099298,80.318903,Chennai,"{""highway"": 0.48, ""urban"": 0.26, ""local"": 0.26}",3,0.023,58.12,63.08,1,6,55.28,evening,Monday,110.8,18.3,0.19,2025-11-13T11:00:07.364218
R000730,,12.928004,77.632036,12.959881,77.638441,Bengaluru,"{""highway"": 0.09, ""urban"": 0.37, ""local"": 0.54}",89,0.862,58.23,141.7,4,93,24.66,morning,Sunday,110.1,104.5,0.19,2025-11-13T11:00:07.364697
R000731,,17.372749,78.441406,17.432295,78.511858,Hyderabad,"{""highway"": 0.15, ""urban"": 0.56, ""local"": 0.29}",21,0.971,9.91,23.03,4,39,25.82,afternoon,Saturday,112.9,52.1,1.14,2025-11-13T11:00:07.364759
R000732,,28.603902,77.224841,28.661078,77.235048,Delhi,"{""highway"": 0.43, ""urban"": 0.29, ""local"": 0.28}",87,0.012,43.71,142.32,5,87,18.43,morning,Saturday,286.9,87.5,0.66,2025-11-13T11:00:07.364802
R000733,,28.630486,77.197903,28.575034,77.206369,Delhi,"{""highway"": 0.16, ""urban"": 0.44, ""local"": 0.4}",34,0.991,52.88,83.27,3,96,38.1,afternoon,Friday,126.3,61.1,0.24,2025-11-13T11:00:07.364838
R000734,,28.658607,77.171724,28.644714,77.169467,Delhi,"{""highway"": 0.09, ""urban"": 0.3, ""local"": 0.61}",18,0.989,12.23,15.95,0,92,46.01,morning,Saturday,45.5,18.6,0.37,2025-11-13T11:00:07.364871
R000735,,19.107647,72.830955,19.029214,72.834036,Mumbai,"{""highway"": 0.09, ""urban"": 0.52, ""local"": 0.39}",107,0.791,48.45,154.02,2,13,18.87,evening,Monday,135.2,81.0,0.28,2025-11-13T11:00:07.364906
R000736,,18.502741,73.854805,18.54775,73.889788,Pune,"{""highway"": 0.38, ""urban"": 0.44, ""local"": 0.18}",27,0.554,17.96,62.79,3,98,17.16,evening,Wednesday,284.5,268.8,1.58,2025-11-13T11:00:07.364949
R000737,,13.07653,80.280276,13.130022,80.280611,Chennai,"{""highway"": 0.12, ""urban"": 0.63, ""local"": 0.25}",46,0.971,25.41,87.43,2,58,17.44,afternoon,Saturday,228.3,164.9,0.9,2025-11-13T11:00:07.364975
R000738,,28.637523,77.219679,28.640229,77.22644,Delhi,"{""highway"": 0.54, ""urban"": 0.27, ""local"": 0.19}",131,0.436,53.48,228.86,0,83,14.02,morning,Monday,106.2,47.8,0.2,2025-11-13T11:00:07.365000
R000739,,13.074879,80.307634,13.054889,80.275676,Chennai,"{""highway"": 0.28, ""urban"": 0.58, ""local"": 0.14}",12,0.003,23.54,41.31,0,92,34.19,morning,Friday,238.5,237.2,1.01,2025-11-13T11:00:07.365040
R000740,,28.568754,77.244572,28.587154,77.209559,Delhi,"{""highway"": 0.02, ""urban"": 0.32, ""local"": 0.66}",60,0.473,52.11,157.88,4,71,19.8,morning,Thursday,244.3,86.6,0.47,2025-11-13T11:00:07.365078
R000741,,18.475324,73.858492,18.472195,73.820816,Pune,"{""highway"": 0.16, ""urban"": 0.43, ""local"": 0.41}",99,0.186,48.88,186.97,3,38,15.69,evening,Saturday,196.6,195.1,0.4,2025-11-13T11:00:07.365126
R000742,,12.950487,77.553914,12.927492,77.602875,Bengaluru,"{""highway"": 0.44, ""urban"": 0.52, ""local"": 0.04}",66,0.134,41.18,98.99,0,5,24.96,morning,Wednesday,141.0,97.8,0.34,2025-11-13T11:00:07.365186
R000743,,17.408228,78.535622,17.434383,78.462665,Hyderabad,"{""highway"": 0.28, ""urban"": 0.26, ""local"": 0.46}",35,0.092,40.84,104.45,1,45,23.46,morning,Monday,192.2,107.0,0.47,2025-11-13T11:00:07.365225
R000744,,19.055729,72.83493,19.052492,72.888973,Mumbai,"{""highway"": 0.23, ""urban"": 0.31, ""local"": 0.46}",49,0.562,29.07,59.14,1,41,29.49,afternoon,Tuesday,135.2,78.7,0.47,2025-11-13T11:00:07.365251
R000745,,13.075461,80.306026,13.086959,80.240681,Chennai,"{""highway"": 0.03, ""urban"": 0.55, ""local"": 0.42}",24,0.581,29.8,65.38,3,86,27.35,evening,Saturday,342.1,335.5,1.15,2025-11-13T11:00:07.365279
R000746,,17.387776,78.437948,17.384927,78.483921,Hyderabad,"{""highway"": 0.16, ""urban"": 0.58, ""local"": 0.26}",33,0.754,50.21,155.97,0,70,19.32,morning,Monday,178.8,116.2,0.36,2025-11-13T11:00:07.365306
R000747,,18.548907,73.835436,18.556341,73.887658,Pune,"{""highway"": 0.09, ""urban"": 0.76, ""local"": 0.15}",24,0.786,22.66,31.59,0,38,43.04,afternoon,Sunday,298.9,84.6,1.32,2025-11-13T11:00:07.365333
R000748,,19.090191,72.873442,19.071398,72.881225,Mumbai,"{""highway"": 0.07, ""urban"": 0.59, ""local"": 0.34}",6,0.555,7.01,12.85,4,89,32.73,morning,Friday,53.0,8.4,0.76,2025-11-13T11:00:07.365369
R000749,,28.6546,77.18515,28.601356,77.193889,Delhi,"{""highway"": 0.25, ""urban"": 0.54, ""local"": 0.21}",73,0.766,40.1,66.78,4,82,36.03,morning,Thursday,166.0,124.3,0.41,2025-11-13T11:00:07.365394
R000750,,18.512174,73.835223,18.471103,73.900385,Pune,"{""highway"": 0.65, ""urban"": 0.26, ""local"": 0.09}",92,0.738,54.98,153.28,0,85,21.52,morning,Tuesday,54.8,27.3,0.1,2025-11-13T11:00:07.365420
R000751,,13.012675,77.583065,12.954192,77.574034,Bengaluru,"{""highway"": 0.31, ""urban"": 0.64, ""local"": 0.05}",50,0.551,42.61,145.56,3,21,17.56,evening,Sunday,239.5,212.4,0.56,2025-11-13T11:00:07.365444
R000752,,28.603329,77.222621,28.65425,77.181807,Delhi,"{""highway"": 0.52, ""urban"": 0.34, ""local"": 0.14}",109,0.903,43.43,118.62,3,85,21.97,morning,Tuesday,334.1,18.0,0.77,2025-11-13T11:00:07.365471
R000753,,18.496695,73.904314,18.483345,73.846487,Pune,"{""highway"": 0.45, ""urban"": 0.23, ""local"": 0.32}",20,0.285,7.27,20.5,2,13,21.28,morning,Sunday,211.8,209.0,2.91,2025-11-13T11:00:07.365500
R000754,,12.937522,77.584554,12.95502,77.57101,Bengaluru,"{""highway"": 0.1, ""urban"": 0.57, ""local"": 0.33}",52,0.452,30.48,92.72,2,83,19.72,morning,Sunday,179.9,89.1,0.59,2025-11-13T11:00:07.365538
R000755,,28.643508,77.225421,28.599939,77.162032,Delhi,"{""highway"": 0.54, ""urban"": 0.3, ""local"": 0.16}",2,0.914,4.52,11.26,3,22,24.09,morning,Saturday,224.0,185.8,4.96,2025-11-13T11:00:07.365576
R000756,,18.532414,73.867707,18.562418,73.828846,Pune,"{""highway"": 0.41, ""urban"": 0.49, ""local"": 0.1}",22,0.037,36.82,58.73,0,27,37.62,evening,Friday,150.2,103.8,0.41,2025-11-13T11:00:07.365606
R000757,,28.577121,77.181775,28.663231,77.221884,Delhi,"{""highway"": 0.21, ""urban"": 0.27, ""local"": 0.52}",59,0.776,25.77,63.28,5,47,24.43,morning,Friday,345.9,194.2,1.34,2025-11-13T11:00:07.365631
R000758,,18.51167,73.871471,18.509893,73.821888,Pune,"{""highway"": 0.62, ""urban"": 0.25, ""local"": 0.13}",57,0.422,39.84,106.41,2,64,22.46,evening,Monday,285.6,166.3,0.72,2025-11-13T11:00:07.365655
R000759,,19.059413,72.873868,19.082702,72.845396,Mumbai,"{""highway"": 0.12, ""urban"": 0.69, ""local"": 0.19}",10,0.956,5.73,14.07,2,59,24.43,evening,Wednesday,124.1,95.1,2.17,2025-11-13T11:00:07.365682
R000760,,18.54674,73.839,18.565186,73.880702,Pune,"{""highway"": 0.36, ""urban"": 0.47, ""local"": 0.17}",11,0.349,15.51,49.48,4,88,18.81,morning,Monday,32.8,29.7,0.21,2025-11-13T11:00:07.365733
